bicycle_id,rent_time,rent_station_no,rent_rack,return_time,return_station_no,return_rack,use_time_min,use_dist_m,birth_year,gender,user_type,bicycle_type
SPB-02576,2018-02-05 18:10:27,1218,1,2018-02-05 18:19:20,1248,1,8,900.0,1967,M,내국인,LCD자전거
SPB-10436,2018-02-05 18:21:07,530,3,2018-02-05 18:31:26,559,8,9,950.0,1986,M,내국인,LCD자전거
SPB-03911,2018-02-05 18:35:40,1637,4,2018-02-05 18:47:01,1620,6,11,1260.0,1983,F,내국인,LCD자전거
SPB-09881,2018-02-05 18:51:36,230,5,2018-02-05 19:06:24,263,1,14,1500.0,1954,M,내국인,LCD자전거
SPB-07704,2018-02-05 19:11:10,202,6,2018-02-05 19:15:06,203,3,3,700.0,1970,M,내국인,LCD자전거
SPB-10419,2018-02-05 19:33:22,1433,5,2018-02-05 19:45:25,1408,8,11,1880.0,1966,M,내국인,LCD자전거
SPB-13146,2018-02-05 19:57:08,3501,6,2018-02-05 20:06:17,501,7,8,0.0,1990,M,내국인,LCD자전거
SPB-03323,2018-02-05 20:22:41,1625,15,2018-02-05 20:52:17,1625,15,29,3020.0,1993,M,내국인,LCD자전거
SPB-02129,2018-02-05 20:52:42,253,9,2018-02-05 20:59:01,255,3,5,1180.0,1963,M,내국인,LCD자전거
SPB-10832,2018-02-05 21:24:12,1608,4,2018-02-05 21:28:36,1655,4,4,840.0,1979,M,내국인,LCD자전거
SPB-10428,2018-02-05 21:55:13,613,9,2018-02-05 22:05:02,609,8,9,1940.0,1981,M,내국인,LCD자전거
SPB-06428,2018-02-05 22:23:26,175,17,2018-02-05 22:40:41,113,24,16,3420.0,1991,M,내국인,LCD자전거
SPB-06283,2018-02-05 22:55:55,2241,2,2018-02-05 23:01:19,2243,1,4,880.0,1980,M,내국인,LCD자전거
SPB-05001,2018-02-05 23:44:06,1814,3,2018-02-05 23:50:46,1829,3,6,860.0,1992,M,내국인,LCD자전거
SPB-03065,2018-02-06 00:29:28,530,7,2018-02-06 00:37:37,361,5,7,1890.0,1999,M,내국인,LCD자전거
SPB-00495,2018-02-06 01:21:52,1637,3,2018-02-06 01:55:20,1703,8,33,5330.0,1995,F,내국인,LCD자전거
SPB-02727,2018-02-06 02:40:13,1263,8,2018-02-06 02:59:31,1201,3,18,3500.0,\N,\N,비회원,LCD자전거
SPB-08453,2018-02-06 05:31:33,1126,7,2018-02-06 05:51:11,1110,2,18,2610.0,1995,M,내국인,LCD자전거
SPB-11808,2018-02-06 06:48:57,1112,3,2018-02-06 06:59:17,1124,2,9,2320.0,1993,M,내국인,LCD자전거
SPB-02419,2018-02-06 07:30:59,307,11,2018-02-06 08:03:08,362,2,31,5030.0,1990,F,내국인,LCD자전거
SPB-13621,2018-02-06 07:51:06,2013,29,2018-02-06 07:56:19,2050,1,4,930.0,1992,F,내국인,LCD자전거
SPB-08380,2018-02-06 08:06:29,341,3,2018-02-06 08:13:15,386,8,6,910.0,1989,M,내국인,LCD자전거
SPB-12737,2018-02-06 08:18:58,166,2,2018-02-06 08:24:13,179,8,4,730.0,1981,M,내국인,LCD자전거
SPB-02658,2018-02-06 08:31:24,2306,8,2018-02-06 08:41:54,2352,1,10,1620.0,1975,M,내국인,LCD자전거
SPB-08475,2018-02-06 08:40:23,2153,9,2018-02-06 08:44:43,2102,3,3,860.0,1993,M,내국인,LCD자전거
SPB-07529,2018-02-06 08:52:16,160,18,2018-02-06 08:54:45,180,8,2,450.0,1987,M,내국인,LCD자전거
SPB-12468,2018-02-06 09:11:10,1933,1,2018-02-06 09:44:59,1824,14,30,7510.0,1982,M,내국인,LCD자전거
SPB-04563,2018-02-06 09:38:20,521,2,2018-02-06 10:37:09,521,2,58,2770.0,1985,M,내국인,LCD자전거
SPB-08562,2018-02-06 10:07:56,1440,10,2018-02-06 10:16:37,1433,4,8,1900.0,1992,M,내국인,LCD자전거
SPB-10399,2018-02-06 10:54:34,1961,1,2018-02-06 11:02:20,241,8,7,1180.0,1975,M,내국인,LCD자전거
SPB-03545,2018-02-06 11:31:32,121,1,2018-02-06 11:41:46,140,10,9,1630.0,1997,F,내국인,LCD자전거
SPB-10882,2018-02-06 12:00:02,171,10,2018-02-06 12:14:16,367,1,13,1820.0,1993,F,내국인,LCD자전거
SPB-10777,2018-02-06 12:36:47,266,4,2018-02-06 13:26:24,203,13,48,3160.0,1968,M,내국인,LCD자전거
SPB-01034,2018-02-06 13:08:08,122,5,2018-02-06 13:12:32,120,1,4,700.0,1966,M,내국인,LCD자전거
SPB-12372,2018-02-06 13:44:41,243,2,2018-02-06 13:52:40,264,15,6,890.0,1969,M,내국인,LCD자전거
SPB-05487,2018-02-06 14:19:52,116,4,2018-02-06 14:25:23,113,20,5,1070.0,1987,F,내국인,LCD자전거
SPB-02548,2018-02-06 15:00:20,265,14,2018-02-06 15:07:15,238,7,6,1160.0,1978,M,내국인,LCD자전거
SPB-07538,2018-02-06 15:35:00,1319,1,2018-02-06 15:55:55,1527,5,20,2160.0,1974,M,내국인,LCD자전거
SPB-11150,2018-02-06 16:07:29,1941,4,2018-02-06 16:14:50,1953,17,6,1120.0,1993,M,내국인,LCD자전거
SPB-03182,2018-02-06 16:39:14,587,2,2018-02-06 16:43:25,512,2,3,840.0,1990,F,내국인,LCD자전거
SPB-09863,2018-02-06 17:11:08,2129,7,2018-02-06 17:17:35,2148,4,6,1390.0,1990,F,내국인,LCD자전거
SPB-00102,2018-02-06 17:39:04,384,7,2018-02-06 17:54:01,145,8,14,2620.0,1981,M,내국인,LCD자전거
SPB-05011,2018-02-06 18:00:11,2252,8,2018-02-06 18:04:42,2255,7,4,1100.0,1980,M,내국인,LCD자전거
SPB-12175,2018-02-06 18:10:24,409,8,2018-02-06 18:46:17,229,6,32,6460.0,1963,M,내국인,LCD자전거
SPB-11274,2018-02-06 18:22:09,583,3,2018-02-06 18:57:38,583,20,30,60140.0,1985,M,내국인,LCD자전거
SPB-02360,2018-02-06 18:36:26,128,15,2018-02-06 18:46:40,118,9,9,1190.0,1994,M,내국인,LCD자전거
SPB-02991,2018-02-06 18:51:29,130,10,2018-02-06 19:02:24,120,4,10,1450.0,1995,F,내국인,LCD자전거
SPB-05899,2018-02-06 19:10:06,900,20,2018-02-06 19:15:55,907,5,5,1220.0,1966,M,내국인,LCD자전거
SPB-05196,2018-02-06 19:32:41,202,14,2018-02-06 19:37:04,203,1,4,780.0,1966,M,내국인,LCD자전거
SPB-05487,2018-02-06 19:54:57,109,6,2018-02-06 21:53:33,109,1,118,880.0,1978,F,내국인,LCD자전거
SPB-12694,2018-02-06 20:24:14,183,11,2018-02-06 20:35:07,183,13,10,1300.0,1980,M,내국인,LCD자전거
SPB-09426,2018-02-06 20:55:36,1135,7,2018-02-06 21:16:58,1135,9,21,3860.0,1984,M,내국인,LCD자전거
SPB-05141,2018-02-06 21:25:39,168,18,2018-02-06 21:46:23,178,1,20,1390.0,1992,F,내국인,LCD자전거
SPB-02299,2018-02-06 22:00:31,2050,8,2018-02-06 22:13:47,2015,10,12,2120.0,1989,M,내국인,LCD자전거
SPB-08269,2018-02-06 22:29:57,1826,20,2018-02-06 22:46:50,9997,3,15,3240.0,1968,F,내국인,LCD자전거
SPB-00960,2018-02-06 23:10:07,245,4,2018-02-06 23:15:37,231,1,5,930.0,1986,M,내국인,LCD자전거
SPB-03762,2018-02-07 00:05:43,2016,3,2018-02-07 00:17:10,2012,8,11,2690.0,1966,M,내국인,LCD자전거
SPB-11836,2018-02-07 00:55:20,573,2,2018-02-07 01:05:12,551,4,9,1040.0,1968,F,내국인,LCD자전거
SPB-12255,2018-02-07 01:52:58,2335,2,2018-02-07 02:01:37,2359,4,8,1170.0,1975,M,내국인,LCD자전거
SPB-07462,2018-02-07 03:03:31,2329,3,2018-02-07 03:08:45,2319,3,5,1320.0,1975,M,내국인,LCD자전거
SPB-08722,2018-02-07 05:25:48,1430,20,2018-02-07 05:34:11,1405,8,7,1100.0,1978,M,내국인,LCD자전거
SPB-02288,2018-02-07 06:53:20,326,19,2018-02-07 07:00:07,331,3,6,1150.0,1969,M,내국인,LCD자전거
SPB-05752,2018-02-07 07:31:22,307,4,2018-02-07 08:02:42,362,3,30,5010.0,1990,F,내국인,LCD자전거
SPB-10085,2018-02-07 07:50:35,703,12,2018-02-07 08:04:09,702,14,12,1870.0,1960,F,내국인,LCD자전거
SPB-05499,2018-02-07 08:07:47,509,2,2018-02-07 08:12:20,587,1,4,840.0,1983,M,내국인,LCD자전거
SPB-06303,2018-02-07 08:18:57,2048,2,2018-02-07 08:25:52,2222,4,6,1740.0,1980,M,내국인,LCD자전거
SPB-08561,2018-02-07 08:31:26,601,1,2018-02-07 08:47:04,639,13,14,3060.0,1995,M,내국인,LCD자전거
SPB-12002,2018-02-07 08:40:09,161,7,2018-02-07 09:01:27,316,2,20,3990.0,1964,M,내국인,LCD자전거
SPB-01525,2018-02-07 08:49:20,1951,8,2018-02-07 08:59:17,1953,6,9,1260.0,1988,F,내국인,LCD자전거
SPB-04417,2018-02-07 09:02:42,2205,7,2018-02-07 09:06:57,2202,14,3,830.0,1956,F,내국인,LCD자전거
SPB-08183,2018-02-07 09:29:41,582,1,2018-02-07 09:38:22,512,2,8,860.0,1965,F,내국인,LCD자전거
SPB-03197,2018-02-07 09:51:28,259,8,2018-02-07 10:47:15,226,18,55,1280.0,1992,M,내국인,LCD자전거
SPB-09931,2018-02-07 10:20:58,133,6,2018-02-07 10:27:12,415,1,5,1630.0,1989,M,내국인,LCD자전거
SPB-05682,2018-02-07 11:01:32,3501,10,2018-02-07 11:19:57,576,5,18,2980.0,1996,M,내국인,LCD자전거
SPB-07623,2018-02-07 11:35:48,369,4,2018-02-07 11:43:44,330,6,7,1330.0,1982,F,내국인,LCD자전거
SPB-12276,2018-02-07 12:05:02,1210,4,2018-02-07 14:03:09,1210,2,103,45150.0,1969,F,내국인,LCD자전거
SPB-13333,2018-02-07 12:38:51,342,1,2018-02-07 12:57:04,385,10,17,3000.0,1988,M,내국인,LCD자전거
SPB-11929,2018-02-07 13:06:12,2113,10,2018-02-07 13:23:14,2141,11,16,4160.0,1966,M,내국인,LCD자전거
SPB-11084,2018-02-07 13:26:14,230,9,2018-02-07 13:30:11,266,7,3,900.0,1983,M,내국인,LCD자전거
SPB-04972,2018-02-07 13:56:55,128,20,2018-02-07 14:18:30,166,11,21,4040.0,1993,M,내국인,LCD자전거
SPB-06744,2018-02-07 14:22:26,109,8,2018-02-07 14:25:46,105,1,3,680.0,1993,M,내국인,LCD자전거
SPB-11659,2018-02-07 14:52:23,223,7,2018-02-07 14:56:53,259,14,4,1030.0,2000,M,내국인,LCD자전거
SPB-05974,2018-02-07 15:20:04,351,5,2018-02-07 15:26:13,301,14,5,1190.0,1980,M,내국인,LCD자전거
SPB-00897,2018-02-07 15:43:56,614,2,2018-02-07 17:36:04,2221,1,111,15590.0,1998,M,내국인,LCD자전거
SPB-01400,2018-02-07 16:10:22,235,7,2018-02-07 16:16:31,242,3,5,800.0,1995,M,내국인,LCD자전거
SPB-01988,2018-02-07 16:32:17,931,3,2018-02-07 16:40:13,913,10,7,940.0,1978,F,내국인,LCD자전거
SPB-12912,2018-02-07 16:57:10,305,9,2018-02-07 17:21:18,305,9,22,3040.0,1992,M,내국인,LCD자전거
SPB-02525,2018-02-07 17:14:47,2248,3,2018-02-07 17:32:10,2248,3,17,2610.0,1952,M,내국인,LCD자전거
SPB-11091,2018-02-07 17:32:29,116,2,2018-02-07 17:38:19,113,7,5,1040.0,1989,F,내국인,LCD자전거
SPB-09372,2018-02-07 17:50:22,312,6,2018-02-07 17:53:35,309,12,3,670.0,1980,M,내국인,LCD자전거
SPB-11675,2018-02-07 18:04:57,1210,7,2018-02-07 18:38:09,1240,2,33,4840.0,1949,F,내국인,LCD자전거
SPB-13490,2018-02-07 18:11:42,2242,9,2018-02-07 18:23:45,2263,18,11,2120.0,1952,M,내국인,LCD자전거
SPB-08140,2018-02-07 18:23:08,2235,5,2018-02-07 18:29:58,2237,4,6,1130.0,1974,M,내국인,LCD자전거
SPB-05141,2018-02-07 18:35:37,907,10,2018-02-07 18:41:29,916,1,5,1290.0,1980,M,내국인,LCD자전거
SPB-05595,2018-02-07 18:48:12,529,13,2018-02-07 18:52:34,526,10,3,670.0,1984,M,내국인,LCD자전거
SPB-08549,2018-02-07 19:04:57,2135,4,2018-02-07 19:12:37,2109,15,6,790.0,1988,M,내국인,LCD자전거
SPB-03110,2018-02-07 19:23:00,419,4,2018-02-07 19:34:45,407,5,11,2840.0,1969,M,내국인,LCD자전거
SPB-08442,2018-02-07 19:43:36,114,7,2018-02-07 19:51:31,104,5,7,1290.0,1987,M,내국인,LCD자전거
SPB-04540,2018-02-07 20:09:25,415,5,2018-02-07 20:15:15,412,1,5,860.0,1979,F,내국인,LCD자전거
SPB-02270,2018-02-07 20:36:27,117,1,2018-02-07 21:56:23,176,7,79,19380.0,1990,M,내국인,LCD자전거
SPB-10936,2018-02-07 21:01:26,191,1,2018-02-07 21:08:12,194,8,6,1000.0,1970,F,내국인,LCD자전거
SPB-13166,2018-02-07 21:23:22,806,1,2018-02-07 21:48:17,129,2,24,4350.0,1995,M,내국인,LCD자전거
SPB-07951,2018-02-07 21:53:21,421,6,2018-02-07 22:06:37,184,7,12,1320.0,1976,M,내국인,LCD자전거
SPB-10979,2018-02-07 22:19:42,907,1,2018-02-07 22:49:35,116,4,28,5790.0,1979,M,내국인,LCD자전거
SPB-11756,2018-02-07 22:48:03,573,10,2018-02-07 22:57:09,516,4,8,1220.0,1993,F,내국인,LCD자전거
SPB-05520,2018-02-07 23:16:22,568,3,2018-02-07 23:19:56,378,10,3,750.0,1974,M,내국인,LCD자전거
SPB-11957,2018-02-07 23:52:13,505,1,2018-02-08 00:02:27,571,3,9,2140.0,1989,M,내국인,LCD자전거
SPB-07912,2018-02-08 00:37:58,925,6,2018-02-08 00:48:39,907,3,10,2060.0,1972,M,내국인,LCD자전거
SPB-07509,2018-02-08 01:12:59,1351,4,2018-02-08 01:18:30,1337,1,5,1180.0,1995,M,내국인,LCD자전거
SPB-10824,2018-02-08 02:00:42,2015,9,2018-02-08 02:10:56,237,16,9,1480.0,1973,F,내국인,LCD자전거
SPB-11675,2018-02-08 02:50:38,1240,2,2018-02-08 02:56:20,1243,20,5,710.0,1974,M,내국인,LCD자전거
SPB-08612,2018-02-08 04:39:45,328,3,2018-02-08 04:46:01,338,1,5,860.0,1991,M,내국인,LCD자전거
SPB-13636,2018-02-08 06:40:04,1126,2,2018-02-08 06:45:18,1124,10,4,1060.0,1979,M,내국인,LCD자전거
SPB-12077,2018-02-08 07:18:16,719,2,2018-02-08 07:28:22,703,11,9,1620.0,1994,M,내국인,LCD자전거
SPB-07483,2018-02-08 07:42:35,391,1,2018-02-08 07:44:39,312,4,2,380.0,1963,M,내국인,LCD자전거
SPB-09837,2018-02-08 07:54:32,1248,7,2018-02-08 07:57:40,1218,7,2,0.0,1989,M,내국인,LCD자전거
SPB-13086,2018-02-08 08:08:44,164,4,2018-02-08 08:18:38,113,2,9,1570.0,1979,M,내국인,LCD자전거
SPB-05585,2018-02-08 08:18:59,585,7,2018-02-08 08:23:56,589,7,4,940.0,1993,M,내국인,LCD자전거
SPB-02866,2018-02-08 08:29:34,259,11,2018-02-08 08:35:50,222,1,5,1440.0,1989,M,내국인,LCD자전거
SPB-03890,2018-02-08 08:39:31,173,5,2018-02-08 08:47:53,377,4,8,1450.0,1985,M,내국인,LCD자전거
SPB-01789,2018-02-08 08:47:10,2140,12,2018-02-08 08:54:18,2141,12,6,1310.0,1993,M,내국인,LCD자전거
SPB-01257,2018-02-08 08:57:00,209,6,2018-02-08 08:59:01,217,6,1,380.0,1983,M,내국인,LCD자전거
SPB-13678,2018-02-08 09:15:17,2312,2,2018-02-08 09:19:39,2313,10,4,700.0,1975,M,내국인,LCD자전거
SPB-13604,2018-02-08 09:35:51,408,4,2018-02-08 09:57:11,408,7,20,4110.0,1963,M,내국인,LCD자전거
SPB-03039,2018-02-08 09:56:16,342,6,2018-02-08 09:59:08,355,13,2,440.0,1965,F,내국인,LCD자전거
SPB-04735,2018-02-08 10:31:07,222,3,2018-02-08 10:34:30,224,20,2,690.0,1975,F,내국인,LCD자전거
SPB-04277,2018-02-08 11:09:26,345,11,2018-02-08 11:24:14,341,1,14,1070.0,1976,M,내국인,LCD자전거
SPB-09984,2018-02-08 11:33:31,210,4,2018-02-08 11:48:10,247,6,13,3860.0,1979,M,내국인,LCD자전거
SPB-08042,2018-02-08 11:56:53,321,2,2018-02-08 12:03:21,311,4,6,810.0,1972,M,내국인,LCD자전거
SPB-04235,2018-02-08 12:21:46,410,1,2018-02-08 12:43:38,410,10,21,1570.0,1967,M,내국인,LCD자전거
SPB-13368,2018-02-08 12:45:40,1403,13,2018-02-08 13:04:27,1430,1,18,2590.0,1973,M,내국인,LCD자전거
SPB-11960,2018-02-08 13:03:41,2258,6,2018-02-08 13:59:26,2258,6,54,9910.0,1977,F,내국인,LCD자전거
SPB-04965,2018-02-08 13:22:55,2269,1,2018-02-08 13:30:17,2211,1,7,1350.0,1971,M,내국인,LCD자전거
SPB-04664,2018-02-08 13:42:18,1448,4,2018-02-08 14:29:18,634,7,46,4400.0,1980,F,내국인,LCD자전거
SPB-12090,2018-02-08 14:06:30,1243,16,2018-02-08 14:14:58,1201,1,8,1300.0,1993,M,내국인,LCD자전거
SPB-12371,2018-02-08 14:28:32,218,18,2018-02-08 14:32:33,211,1,3,590.0,1981,M,내국인,LCD자전거
SPB-03595,2018-02-08 14:50:38,1351,7,2018-02-08 15:06:43,1306,3,15,2790.0,1985,M,내국인,LCD자전거
SPB-11209,2018-02-08 15:10:57,1338,12,2018-02-08 15:35:55,558,17,24,4290.0,1980,F,내국인,LCD자전거
SPB-07953,2018-02-08 15:29:16,1529,7,2018-02-08 16:27:24,1529,13,57,8810.0,1990,F,내국인,LCD자전거
SPB-12625,2018-02-08 15:48:02,201,12,2018-02-08 16:18:32,210,10,28,1970.0,\N,\N,외국인,LCD자전거
SPB-04178,2018-02-08 16:09:49,1906,1,2018-02-08 16:28:28,703,11,18,3070.0,1995,M,내국인,LCD자전거
SPB-01466,2018-02-08 16:30:09,1843,5,2018-02-08 16:33:58,2156,2,3,0.0,1994,M,내국인,LCD자전거
SPB-07771,2018-02-08 16:47:23,2265,\N,2018-02-08 18:04:48,2222,10,72,4110.0,1974,F,내국인,LCD자전거
SPB-09012,2018-02-08 17:06:44,266,4,2018-02-08 17:20:01,243,9,11,1580.0,1980,F,내국인,LCD자전거
SPB-09875,2018-02-08 17:24:21,703,5,2018-02-08 18:19:17,700,20,49,7450.0,1996,F,내국인,LCD자전거
SPB-02522,2018-02-08 17:42:07,589,5,2018-02-08 18:04:56,504,5,22,2820.0,1945,M,내국인,LCD자전거
SPB-12612,2018-02-08 17:56:24,327,7,2018-02-08 18:03:51,385,7,6,800.0,1990,F,내국인,LCD자전거
SPB-12002,2018-02-08 18:06:47,318,7,2018-02-08 18:45:53,529,7,37,8470.0,1972,M,내국인,LCD자전거
SPB-12029,2018-02-08 18:13:46,252,4,2018-02-08 18:20:13,2015,2,6,940.0,1968,M,내국인,LCD자전거
SPB-08773,2018-02-08 18:22:34,587,7,2018-02-08 18:29:29,514,6,6,550.0,1993,F,내국인,LCD자전거
SPB-09461,2018-02-08 18:31:29,230,7,2018-02-08 19:37:06,917,2,62,12680.0,1953,M,내국인,LCD자전거
SPB-12893,2018-02-08 18:41:26,1403,12,2018-02-08 18:52:05,1437,3,9,1500.0,1989,F,내국인,LCD자전거
SPB-02548,2018-02-08 18:50:33,263,2,2018-02-08 19:09:49,214,19,18,3490.0,1954,M,내국인,LCD자전거
SPB-00543,2018-02-08 19:03:50,500,9,2018-02-08 19:11:07,503,5,6,1520.0,1997,M,내국인,LCD자전거
SPB-10277,2018-02-08 19:14:54,104,2,2018-02-08 19:47:41,165,3,32,4360.0,1991,M,내국인,LCD자전거
SPB-05158,2018-02-08 19:29:59,214,10,2018-02-08 19:39:12,259,17,8,1880.0,1977,M,내국인,LCD자전거
SPB-12042,2018-02-08 19:46:15,1705,21,2018-02-08 19:57:53,1712,6,11,1970.0,1936,F,내국인,LCD자전거
SPB-13380,2018-02-08 20:03:42,211,8,2018-02-08 20:12:33,221,3,8,1690.0,1983,M,내국인,LCD자전거
SPB-06418,2018-02-08 20:24:15,901,5,2018-02-08 20:30:23,916,2,5,960.0,1976,M,내국인,LCD자전거
SPB-02952,2018-02-08 20:43:49,205,9,2018-02-08 20:53:17,216,6,9,1690.0,1971,M,내국인,LCD자전거
SPB-03287,2018-02-08 21:04:03,613,3,2018-02-08 21:07:31,568,3,3,500.0,1982,M,내국인,LCD자전거
SPB-04447,2018-02-08 21:24:03,503,4,2018-02-08 21:31:23,588,2,6,1040.0,1990,M,내국인,LCD자전거
SPB-06787,2018-02-08 21:43:00,2129,1,2018-02-08 21:51:51,2111,4,8,1810.0,1990,M,내국인,LCD자전거
SPB-11237,2018-02-08 22:05:55,338,6,2018-02-08 22:15:24,390,4,8,1440.0,1993,M,내국인,LCD자전거
SPB-04635,2018-02-08 22:24:16,211,13,2018-02-08 22:29:08,216,5,4,1010.0,1959,M,내국인,LCD자전거
SPB-04552,2018-02-08 22:52:46,1014,6,2018-02-08 22:57:00,1044,1,3,710.0,1986,M,내국인,LCD자전거
SPB-12016,2018-02-08 23:19:52,2325,1,2018-02-08 23:28:34,2321,1,8,1350.0,1990,M,내국인,LCD자전거
SPB-04211,2018-02-08 23:52:12,1321,3,2018-02-09 00:09:09,1308,9,16,1540.0,1978,M,내국인,LCD자전거
SPB-08636,2018-02-09 00:23:31,354,1,2018-02-09 00:37:03,344,1,13,2000.0,1991,M,내국인,LCD자전거
SPB-07759,2018-02-09 00:55:27,117,4,2018-02-09 01:09:33,192,4,12,3350.0,1984,F,내국인,LCD자전거
SPB-12339,2018-02-09 01:31:04,1952,7,2018-02-09 01:42:42,1941,10,10,1860.0,1977,M,내국인,LCD자전거
SPB-03998,2018-02-09 02:10:05,1274,8,2018-02-09 02:13:31,1024,7,3,2130.0,1960,F,내국인,LCD자전거
SPB-09662,2018-02-09 03:01:03,1637,2,2018-02-09 03:11:16,1650,17,9,2140.0,1982,M,내국인,LCD자전거
SPB-12812,2018-02-09 04:32:26,1908,9,2018-02-09 05:26:39,1908,1,48,1470.0,1967,M,내국인,LCD자전거
SPB-09611,2018-02-09 06:28:01,2015,5,2018-02-09 06:37:22,2050,2,9,1980.0,1989,M,내국인,LCD자전거
SPB-08227,2018-02-09 07:08:43,252,9,2018-02-09 07:25:49,226,20,16,2300.0,1969,F,내국인,LCD자전거
SPB-06519,2018-02-09 07:34:52,354,6,2018-02-09 07:41:57,316,10,6,1580.0,1986,M,내국인,LCD자전거
SPB-02873,2018-02-09 07:52:09,530,3,2018-02-09 08:04:05,559,4,11,2230.0,1994,F,내국인,LCD자전거
SPB-11641,2018-02-09 08:03:27,640,1,2018-02-09 08:30:23,380,8,25,5600.0,1967,F,내국인,LCD자전거
SPB-02871,2018-02-09 08:12:08,1020,12,2018-02-09 08:17:45,1013,9,5,650.0,1993,F,내국인,LCD자전거
SPB-04879,2018-02-09 08:21:50,102,17,2018-02-09 08:25:33,107,3,3,900.0,1980,M,내국인,LCD자전거
SPB-01168,2018-02-09 08:29:49,224,4,2018-02-09 08:32:26,218,\N,2,460.0,1974,M,내국인,LCD자전거
SPB-13258,2018-02-09 08:38:14,207,11,2018-02-09 08:47:52,222,9,8,1240.0,1993,M,내국인,LCD자전거
SPB-02001,2018-02-09 08:45:57,300,7,2018-02-09 08:55:26,321,7,9,1650.0,1970,M,내국인,LCD자전거
SPB-08424,2018-02-09 08:54:48,258,1,2018-02-09 09:03:03,259,14,7,1630.0,1988,M,내국인,LCD자전거
SPB-04759,2018-02-09 09:08:42,562,10,2018-02-09 09:59:27,1319,1,50,7750.0,1994,F,내국인,LCD자전거
SPB-08268,2018-02-09 09:27:31,518,20,2018-02-09 09:47:19,536,4,19,560.0,1969,F,내국인,LCD자전거
SPB-11480,2018-02-09 09:44:10,331,10,2018-02-09 09:52:15,309,7,7,1340.0,1982,F,내국인,LCD자전거
SPB-13421,2018-02-09 10:04:52,375,2,2018-02-09 10:08:53,3514,10,3,840.0,1993,M,내국인,LCD자전거
SPB-11429,2018-02-09 10:34:20,306,6,2018-02-09 10:40:25,318,3,5,720.0,1986,M,내국인,LCD자전거
SPB-04972,2018-02-09 11:02:28,116,2,2018-02-09 11:08:14,113,20,5,1070.0,1996,M,내국인,LCD자전거
SPB-05616,2018-02-09 11:28:14,2205,4,2018-02-09 12:24:07,2205,4,55,10020.0,\N,\N,비회원,LCD자전거
SPB-03153,2018-02-09 11:50:07,311,34,2018-02-09 13:30:15,370,7,99,770.0,1961,M,내국인,LCD자전거
SPB-10994,2018-02-09 12:10:48,609,16,2018-02-09 12:16:43,637,2,5,1080.0,1966,M,내국인,LCD자전거
SPB-06334,2018-02-09 12:33:54,1709,8,2018-02-09 12:45:09,1712,15,10,1620.0,1976,M,내국인,LCD자전거
SPB-08493,2018-02-09 12:54:44,1531,8,2018-02-09 13:05:14,1528,10,10,1720.0,1997,M,내국인,LCD자전거
SPB-06262,2018-02-09 13:15:09,926,7,2018-02-09 13:28:33,913,1,13,1900.0,1969,M,내국인,LCD자전거
SPB-10215,2018-02-09 13:33:15,340,2,2018-02-09 13:40:28,1343,5,7,770.0,1990,M,내국인,LCD자전거
SPB-09807,2018-02-09 13:54:19,529,1,2018-02-09 14:37:11,1403,1,40,7600.0,1989,M,내국인,LCD자전거
SPB-04509,2018-02-09 14:15:58,1017,5,2018-02-09 16:04:47,1017,9,108,1780.0,1961,F,내국인,LCD자전거
SPB-08406,2018-02-09 14:35:25,1416,2,2018-02-09 15:15:34,1333,10,38,5730.0,1995,F,내국인,LCD자전거
SPB-13188,2018-02-09 14:55:52,816,7,2018-02-09 15:08:47,828,2,12,59720.0,1986,M,내국인,LCD자전거
SPB-10645,2018-02-09 15:12:57,505,10,2018-02-09 15:19:39,592,5,6,1390.0,1994,M,내국인,LCD자전거
SPB-03974,2018-02-09 15:29:32,2263,18,2018-02-09 15:40:05,2255,23,10,1750.0,1954,M,내국인,LCD자전거
SPB-06438,2018-02-09 15:48:19,574,18,2018-02-09 16:39:07,3504,3,50,3780.0,\N,\N,비회원,LCD자전거
SPB-10965,2018-02-09 16:05:11,316,2,2018-02-09 16:17:52,356,15,12,2610.0,1984,F,내국인,LCD자전거
SPB-09656,2018-02-09 16:21:56,1020,13,2018-02-09 16:31:51,1274,1,9,1520.0,1986,M,내국인,LCD자전거
SPB-13109,2018-02-09 16:38:09,809,9,2018-02-09 17:33:38,364,7,52,11540.0,1973,M,내국인,LCD자전거
SPB-06193,2018-02-09 16:56:42,526,8,2018-02-09 17:26:36,638,13,29,4000.0,1994,M,내국인,LCD자전거
SPB-04316,2018-02-09 17:11:06,122,5,2018-02-09 17:59:09,124,1,47,1910.0,1970,M,내국인,LCD자전거
SPB-09331,2018-02-09 17:23:47,114,8,2018-02-09 17:43:23,111,9,18,1890.0,1975,M,내국인,LCD자전거
SPB-10511,2018-02-09 17:36:02,1210,14,2018-02-09 18:13:19,501,14,36,4540.0,1990,M,내국인,LCD자전거
SPB-03029,2018-02-09 17:47:55,253,6,2018-02-09 17:51:58,235,8,3,520.0,1984,M,내국인,LCD자전거
SPB-11843,2018-02-09 18:01:04,2323,4,2018-02-09 18:05:57,2321,2,4,770.0,1969,M,내국인,LCD자전거
SPB-06055,2018-02-09 18:08:17,2322,4,2018-02-09 18:18:38,1224,12,9,1710.0,1991,F,내국인,LCD자전거
