bicycle_id,rent_time,rent_station_no,rent_rack,return_time,return_station_no,return_rack,use_time_min,use_dist_m,birth_year,gender,user_type,bicycle_type
SPB-11179,2018-01-04 09:48:04,1259,5,2018-01-04 09:53:58,1213,7,5,970.0,1987,M,내국인,LCD자전거
SPB-04623,2018-01-04 10:14:38,300,5,2018-01-04 10:25:43,324,8,10,1690.0,1977,F,내국인,LCD자전거
SPB-12948,2018-01-04 10:43:17,127,14,2018-01-04 10:45:59,125,6,2,510.0,1995,M,내국인,LCD자전거
SPB-07369,2018-01-04 11:13:28,1321,10,2018-01-04 11:22:26,1308,6,8,1580.0,1992,M,내국인,LCD자전거
SPB-13065,2018-01-04 11:33:35,353,4,2018-01-04 11:44:53,389,9,10,2180.0,1978,M,내국인,LCD자전거
SPB-04970,2018-01-04 11:54:57,1608,9,2018-01-04 12:25:31,1610,12,30,2580.0,1990,F,내국인,LCD자전거
SPB-12555,2018-01-04 12:10:36,316,10,2018-01-04 12:14:25,369,5,3,910.0,1970,M,내국인,LCD자전거
SPB-11398,2018-01-04 12:29:45,213,4,2018-01-04 12:36:55,204,11,6,1270.0,1977,M,내국인,LCD자전거
SPB-02262,2018-01-04 12:51:23,390,1,2018-01-04 13:00:42,387,9,8,1280.0,1976,F,내국인,LCD자전거
SPB-10874,2018-01-04 13:11:32,238,10,2018-01-04 14:09:15,228,9,56,2280.0,1991,M,내국인,LCD자전거
SPB-08790,2018-01-04 13:31:34,307,2,2018-01-04 13:39:08,316,8,6,960.0,1954,F,내국인,LCD자전거
SPB-09519,2018-01-04 13:49:24,577,1,2018-01-04 14:10:04,584,7,20,3530.0,1977,M,내국인,LCD자전거
SPB-04153,2018-01-04 14:08:37,1131,8,2018-01-04 14:25:05,1115,9,16,2440.0,1989,F,내국인,LCD자전거
SPB-12249,2018-01-04 14:28:03,503,7,2018-01-04 14:35:08,592,4,6,900.0,\N,\N,비회원,LCD자전거
SPB-13387,2018-01-04 14:47:44,244,15,2018-01-04 15:39:07,244,19,51,4060.0,1964,M,내국인,LCD자전거
SPB-03210,2018-01-04 15:08:37,305,2,2018-01-04 15:30:31,305,2,21,1400.0,1971,M,내국인,LCD자전거
SPB-09943,2018-01-04 15:29:21,419,16,2018-01-04 15:55:37,154,12,26,2860.0,1972,M,내국인,LCD자전거
SPB-09572,2018-01-04 15:48:03,631,9,2018-01-04 16:01:39,643,5,13,19390.0,1961,M,내국인,LCD자전거
SPB-04098,2018-01-04 16:08:58,367,5,2018-01-04 16:34:06,159,1,24,4090.0,1997,F,내국인,LCD자전거
SPB-09851,2018-01-04 16:27:32,370,5,2018-01-04 16:33:12,173,1,5,1150.0,1982,M,내국인,LCD자전거
SPB-08360,2018-01-04 16:45:48,510,5,2018-01-04 16:59:34,587,8,12,1580.0,1976,M,내국인,LCD자전거
SPB-11072,2018-01-04 17:02:26,624,7,2018-01-04 17:12:21,631,11,9,1100.0,1971,M,내국인,LCD자전거
SPB-08138,2018-01-04 17:16:38,413,3,2018-01-04 17:21:37,420,1,4,920.0,1967,M,내국인,LCD자전거
SPB-05088,2018-01-04 17:31:31,112,9,2018-01-04 18:00:58,196,1,29,4040.0,1995,M,내국인,LCD자전거
SPB-07559,2018-01-04 17:44:35,122,3,2018-01-04 18:20:13,151,4,34,3920.0,1980,F,내국인,LCD자전거
SPB-11268,2018-01-04 17:58:02,1908,3,2018-01-04 18:04:01,1928,10,5,780.0,2000,F,내국인,LCD자전거
SPB-07786,2018-01-04 18:07:07,1503,12,2018-01-04 18:30:35,1706,1,23,3490.0,1995,M,내국인,LCD자전거
SPB-07826,2018-01-04 18:13:18,578,8,2018-01-04 18:31:43,525,6,17,2800.0,1983,F,내국인,LCD자전거
SPB-12158,2018-01-04 18:21:14,413,1,2018-01-04 18:30:07,421,3,8,1210.0,1976,F,내국인,LCD자전거
SPB-09284,2018-01-04 18:31:47,1119,4,2018-01-04 18:45:33,1117,2,13,2620.0,1993,F,내국인,LCD자전거
SPB-09849,2018-01-04 18:39:48,600,2,2018-01-04 19:30:37,809,8,47,12720.0,1988,M,내국인,LCD자전거
SPB-03329,2018-01-04 18:49:05,306,7,2018-01-04 18:53:11,316,3,3,530.0,1975,M,내국인,LCD자전거
SPB-03516,2018-01-04 18:57:49,1963,2,2018-01-04 19:20:08,1906,3,22,4410.0,1981,M,내국인,LCD자전거
SPB-11930,2018-01-04 19:08:32,207,12,2018-01-04 19:15:11,224,2,6,1110.0,1982,M,내국인,LCD자전거
SPB-06420,2018-01-04 19:20:30,2107,4,2018-01-04 21:05:03,2102,14,104,12030.0,1995,F,내국인,LCD자전거
SPB-11812,2018-01-04 19:32:59,1322,2,2018-01-04 19:58:25,1322,2,23,3470.0,\N,\N,비회원,LCD자전거
SPB-11482,2018-01-04 19:48:54,1833,7,2018-01-04 20:06:13,1829,6,16,1370.0,1981,M,내국인,LCD자전거
SPB-08188,2018-01-04 20:03:32,226,18,2018-01-04 20:09:21,222,2,5,1000.0,1971,M,내국인,LCD자전거
SPB-02985,2018-01-04 20:18:55,252,3,2018-01-04 20:24:20,250,7,5,1000.0,1994,M,내국인,LCD자전거
SPB-12871,2018-01-04 20:36:13,1124,7,2018-01-04 21:01:05,1112,6,23,2570.0,1995,F,내국인,LCD자전거
SPB-10386,2018-01-04 20:56:08,129,12,2018-01-04 21:10:12,129,13,13,890.0,1954,M,내국인,LCD자전거
SPB-06193,2018-01-04 21:12:15,2372,10,2018-01-04 21:30:42,2342,8,18,2150.0,1992,F,내국인,LCD자전거
SPB-10488,2018-01-04 21:29:34,1271,9,2018-01-04 21:41:55,1256,7,11,1490.0,1986,F,내국인,LCD자전거
SPB-07799,2018-01-04 21:47:38,144,9,2018-01-04 22:00:25,125,1,11,980.0,1989,F,내국인,LCD자전거
SPB-13388,2018-01-04 22:06:26,1248,15,2018-01-04 23:45:33,1018,11,98,2330.0,1989,M,내국인,LCD자전거
SPB-12313,2018-01-04 22:23:57,1833,7,2018-01-04 22:31:10,1830,3,7,1040.0,1991,F,내국인,LCD자전거
SPB-10328,2018-01-04 22:41:09,1448,8,2018-01-04 22:49:01,1403,3,7,1300.0,1994,F,내국인,LCD자전거
SPB-11992,2018-01-04 23:00:43,634,4,2018-01-04 23:14:21,1403,2,13,1930.0,1992,F,내국인,LCD자전거
SPB-02508,2018-01-04 23:22:45,123,10,2018-01-05 00:12:55,449,7,49,6690.0,1994,M,내국인,LCD자전거
SPB-04827,2018-01-04 23:47:36,1209,8,2018-01-04 23:54:21,1226,3,6,1010.0,1971,M,내국인,LCD자전거
SPB-13614,2018-01-05 00:12:50,2255,11,2018-01-05 00:21:46,2263,5,8,1760.0,1954,M,내국인,LCD자전거
SPB-13418,2018-01-05 00:43:15,3513,10,2018-01-05 00:46:44,519,15,3,380.0,1967,F,내국인,LCD자전거
SPB-09426,2018-01-05 01:09:19,114,13,2018-01-05 01:32:26,176,6,23,3420.0,1995,M,내국인,LCD자전거
SPB-11918,2018-01-05 01:40:33,819,12,2018-01-05 01:56:03,158,12,15,2770.0,1998,F,내국인,LCD자전거
SPB-04252,2018-01-05 02:22:52,1243,17,2018-01-05 03:06:38,1002,7,43,9080.0,1998,M,내국인,LCD자전거
SPB-13361,2018-01-05 03:08:41,1011,1,2018-01-05 03:23:00,1259,1,13,3550.0,1994,M,내국인,LCD자전거
SPB-09950,2018-01-05 04:45:58,178,10,2018-01-05 04:59:06,420,2,12,2090.0,1969,M,내국인,LCD자전거
SPB-13345,2018-01-05 06:09:47,2268,1,2018-01-05 06:24:05,2302,1,13,660.0,1975,M,내국인,LCD자전거
SPB-08303,2018-01-05 06:55:25,1213,11,2018-01-05 07:00:16,1259,2,4,780.0,1974,M,내국인,LCD자전거
SPB-12711,2018-01-05 07:21:54,2002,1,2018-01-05 08:00:46,310,1,38,7900.0,1978,M,내국인,LCD자전거
SPB-08565,2018-01-05 07:41:09,312,3,2018-01-05 07:45:15,300,7,4,57990.0,1968,M,내국인,LCD자전거
SPB-09941,2018-01-05 07:52:25,800,2,2018-01-05 08:05:55,816,3,13,1550.0,1986,M,내국인,LCD자전거
SPB-05019,2018-01-05 08:02:39,369,12,2018-01-05 08:06:55,326,2,3,850.0,1985,F,내국인,LCD자전거
SPB-07857,2018-01-05 08:09:59,247,1,2018-01-05 08:12:51,267,1,2,460.0,1990,M,내국인,LCD자전거
SPB-11387,2018-01-05 08:17:53,508,10,2018-01-05 08:27:36,3508,4,9,1300.0,1992,M,내국인,LCD자전거
SPB-11908,2018-01-05 08:25:41,825,2,2018-01-05 08:56:54,2219,3,29,6240.0,1990,F,내국인,LCD자전거
SPB-05679,2018-01-05 08:33:01,300,2,2018-01-05 08:43:37,320,14,10,1650.0,1982,F,내국인,LCD자전거
SPB-05013,2018-01-05 08:40:29,166,8,2018-01-05 08:53:38,113,5,12,2460.0,1978,F,내국인,LCD자전거
SPB-12673,2018-01-05 08:45:47,221,6,2018-01-05 08:55:25,201,15,9,1580.0,1984,M,내국인,LCD자전거
SPB-06086,2018-01-05 08:54:22,417,10,2018-01-05 09:03:03,409,1,8,1450.0,1971,M,내국인,LCD자전거
SPB-10138,2018-01-05 09:04:34,300,3,2018-01-05 09:13:39,368,8,8,1170.0,1988,F,내국인,LCD자전거
SPB-09230,2018-01-05 09:18:48,1426,11,2018-01-05 09:41:29,571,17,20,3530.0,1984,F,내국인,LCD자전거
SPB-05532,2018-01-05 09:33:53,348,12,2018-01-05 09:51:02,335,5,16,3850.0,1992,M,내국인,LCD자전거
SPB-01745,2018-01-05 09:50:12,2217,1,2018-01-05 09:56:40,2219,19,6,1250.0,1970,F,내국인,LCD자전거
SPB-01757,2018-01-05 10:13:32,390,1,2018-01-05 10:22:35,339,3,8,1990.0,1992,M,내국인,LCD자전거
SPB-08875,2018-01-05 10:38:01,3506,3,2018-01-05 10:54:27,505,5,15,2500.0,1988,F,내국인,LCD자전거
SPB-09006,2018-01-05 11:03:24,505,2,2018-01-05 11:45:59,504,3,40,4170.0,1976,M,내국인,LCD자전거
SPB-09166,2018-01-05 11:20:58,388,6,2018-01-05 11:45:39,302,2,22,3710.0,1965,F,내국인,LCD자전거
SPB-13357,2018-01-05 11:38:51,367,8,2018-01-05 11:47:51,180,10,8,2030.0,1996,M,내국인,LCD자전거
SPB-10677,2018-01-05 11:55:58,316,4,2018-01-05 12:00:37,307,9,4,0.0,1968,M,내국인,LCD자전거
SPB-12088,2018-01-05 12:11:28,574,12,2018-01-05 12:48:20,617,10,34,45470.0,1979,M,내국인,LCD자전거
SPB-12385,2018-01-05 12:28:46,2156,6,2018-01-05 12:36:51,1911,8,7,1180.0,1990,F,내국인,LCD자전거
SPB-11172,2018-01-05 12:42:22,451,7,2018-01-05 12:52:02,450,8,9,1270.0,1991,F,내국인,LCD자전거
SPB-11870,2018-01-05 12:55:51,933,5,2018-01-05 13:19:55,131,1,21,3880.0,1988,M,내국인,LCD자전거
SPB-07777,2018-01-05 13:11:48,2274,8,2018-01-05 13:39:27,2274,7,27,5420.0,1991,M,내국인,LCD자전거
SPB-05853,2018-01-05 13:29:33,1628,1,2018-01-05 13:45:00,1637,6,15,2770.0,1979,F,내국인,LCD자전거
SPB-05469,2018-01-05 13:46:08,185,6,2018-01-05 14:25:27,2219,14,38,9660.0,1976,M,내국인,LCD자전거
SPB-08138,2018-01-05 14:04:43,583,3,2018-01-05 15:32:20,329,7,79,8310.0,1971,M,내국인,LCD자전거
SPB-03945,2018-01-05 14:21:56,1346,9,2018-01-05 14:24:50,1348,6,2,620.0,2001,M,내국인,LCD자전거
SPB-00235,2018-01-05 14:37:16,168,10,2018-01-05 14:39:29,166,18,1,0.0,1991,M,내국인,LCD자전거
SPB-04476,2018-01-05 14:53:31,1925,10,2018-01-05 15:16:57,1906,9,23,2550.0,1955,M,내국인,LCD자전거
SPB-09939,2018-01-05 15:12:08,135,7,2018-01-05 15:15:22,99998,3,2,480.0,1992,F,내국인,LCD자전거
SPB-10737,2018-01-05 15:28:02,634,7,2018-01-05 15:57:05,633,8,27,2590.0,2002,M,내국인,LCD자전거
SPB-11479,2018-01-05 15:43:44,906,6,2018-01-05 17:44:22,906,7,109,1520.0,1988,M,내국인,LCD자전거
SPB-13367,2018-01-05 16:02:13,525,18,2018-01-05 16:11:35,3513,2,9,1370.0,1994,M,내국인,LCD자전거
SPB-06213,2018-01-05 16:17:03,591,2,2018-01-05 16:29:22,549,3,12,2380.0,1987,F,내국인,LCD자전거
SPB-06139,2018-01-05 16:36:36,307,4,2018-01-05 16:42:57,311,29,5,880.0,1969,M,내국인,LCD자전거
SPB-06668,2018-01-05 16:52:50,1911,5,2018-01-05 17:00:36,2103,8,7,1830.0,1968,M,내국인,LCD자전거
SPB-13416,2018-01-05 17:07:26,140,2,2018-01-05 17:11:13,128,7,3,740.0,1994,M,내국인,LCD자전거
SPB-13034,2018-01-05 17:22:27,1332,5,2018-01-05 18:26:55,1332,5,58,11510.0,1999,F,내국인,LCD자전거
SPB-05880,2018-01-05 17:34:39,1231,7,2018-01-05 18:11:51,2314,9,36,4680.0,1973,F,내국인,LCD자전거
SPB-06281,2018-01-05 17:44:08,550,8,2018-01-05 17:49:33,583,2,5,1150.0,1978,M,내국인,LCD자전거
SPB-07462,2018-01-05 17:57:14,630,3,2018-01-05 20:13:40,\N,\N,30,0.0,1991,M,내국인,LCD자전거
SPB-13047,2018-01-05 18:06:46,1911,9,2018-01-05 18:17:36,2103,3,10,1810.0,1986,M,내국인,LCD자전거
SPB-11995,2018-01-05 18:11:59,347,16,2018-01-05 18:21:01,356,3,8,1810.0,1986,M,내국인,LCD자전거
SPB-11950,2018-01-05 18:17:02,573,9,2018-01-05 18:24:22,584,8,7,1140.0,1995,F,내국인,LCD자전거
SPB-10421,2018-01-05 18:23:52,363,7,2018-01-05 19:03:30,1529,15,37,7080.0,1995,M,내국인,LCD자전거
SPB-10489,2018-01-05 18:31:18,2247,2,2018-01-05 18:57:45,2242,16,26,4610.0,\N,\N,비회원,LCD자전거
SPB-01756,2018-01-05 18:39:22,1001,4,2018-01-05 18:52:39,1011,19,12,1630.0,1991,M,내국인,LCD자전거
SPB-13117,2018-01-05 18:48:58,1420,8,2018-01-05 18:57:46,1610,17,8,1530.0,1986,M,내국인,LCD자전거
SPB-08188,2018-01-05 19:01:05,259,1,2018-01-05 19:07:56,211,11,6,1240.0,1988,F,내국인,LCD자전거
SPB-11096,2018-01-05 19:09:46,1437,10,2018-01-05 19:18:30,1416,3,8,2230.0,1988,M,내국인,LCD자전거
SPB-02199,2018-01-05 19:19:22,2033,1,2018-01-05 19:23:11,2032,1,3,490.0,1993,M,내국인,LCD자전거
SPB-03639,2018-01-05 19:34:42,525,7,2018-01-05 19:39:49,521,5,4,760.0,1993,M,내국인,LCD자전거
SPB-05136,2018-01-05 19:48:16,502,7,2018-01-05 19:57:00,593,5,8,1380.0,1985,M,내국인,LCD자전거
SPB-09307,2018-01-05 20:03:53,166,12,2018-01-05 20:14:20,166,12,10,1600.0,1974,M,내국인,LCD자전거
SPB-11734,2018-01-05 20:21:26,221,2,2018-01-05 20:34:08,271,10,12,1810.0,1991,M,내국인,LCD자전거
SPB-05803,2018-01-05 20:38:57,326,1,2018-01-05 21:12:42,1346,9,33,6410.0,1978,M,내국인,LCD자전거
SPB-07830,2018-01-05 20:56:30,2348,5,2018-01-05 21:17:15,1221,1,20,3610.0,1985,M,내국인,LCD자전거
SPB-08746,2018-01-05 21:17:46,161,2,2018-01-05 21:48:50,923,8,30,5460.0,1964,M,내국인,LCD자전거
SPB-12265,2018-01-05 21:37:56,386,5,2018-01-05 22:00:00,356,1,21,1820.0,1989,F,내국인,LCD자전거
SPB-00440,2018-01-05 21:54:57,247,7,2018-01-05 22:01:31,238,1,6,1080.0,\N,\N,비회원,LCD자전거
SPB-13696,2018-01-05 22:11:35,121,4,2018-01-05 22:16:48,130,5,4,870.0,1992,M,내국인,LCD자전거
SPB-11863,2018-01-05 22:29:25,2210,2,2018-01-05 23:26:36,129,3,55,12910.0,1996,F,내국인,LCD자전거
SPB-08232,2018-01-05 22:52:42,1271,8,2018-01-05 23:01:04,1259,1,8,1910.0,1991,M,내국인,LCD자전거
SPB-05694,2018-01-05 23:12:53,252,4,2018-01-05 23:16:50,251,9,3,550.0,1994,M,내국인,LCD자전거
SPB-11843,2018-01-05 23:40:43,1620,3,2018-01-05 23:48:44,1637,3,7,1230.0,1973,M,내국인,LCD자전거
SPB-09741,2018-01-06 00:14:16,1320,8,2018-01-06 00:24:37,1327,10,9,2060.0,1994,M,내국인,LCD자전거
SPB-07724,2018-01-06 00:43:40,182,5,2018-01-06 01:31:12,104,10,42,1510.0,1995,M,내국인,LCD자전거
SPB-00284,2018-01-06 01:09:35,1026,7,2018-01-06 01:24:54,1010,6,15,2930.0,1995,M,내국인,LCD자전거
SPB-01709,2018-01-06 01:33:05,587,5,2018-01-06 02:18:02,374,2,44,5740.0,1991,M,내국인,LCD자전거
SPB-06437,2018-01-06 02:01:57,113,5,2018-01-06 02:46:12,421,4,43,5330.0,1989,F,내국인,LCD자전거
SPB-01965,2018-01-06 02:26:38,1010,14,2018-01-06 02:50:05,1019,7,23,1650.0,1958,M,내국인,LCD자전거
SPB-07901,2018-01-06 03:03:19,633,7,2018-01-06 03:16:30,634,19,12,2340.0,1995,M,내국인,LCD자전거
SPB-07820,2018-01-06 03:57:42,1027,1,2018-01-06 04:03:47,1010,14,5,830.0,1963,M,내국인,LCD자전거
SPB-07648,2018-01-06 05:40:10,257,8,2018-01-06 05:54:57,248,1,14,2440.0,1991,M,내국인,LCD자전거
SPB-01186,2018-01-06 07:11:21,338,9,2018-01-06 07:14:38,335,9,2,550.0,1994,M,내국인,LCD자전거
SPB-08170,2018-01-06 08:00:53,1209,9,2018-01-06 08:16:32,1214,6,15,2920.0,1992,M,내국인,LCD자전거
SPB-00823,2018-01-06 08:38:01,1226,1,2018-01-06 08:46:41,1209,19,8,870.0,\N,\N,비회원,LCD자전거
SPB-13163,2018-01-06 09:02:30,126,6,2018-01-06 09:13:57,142,3,10,1630.0,1998,M,내국인,LCD자전거
SPB-13145,2018-01-06 09:26:19,127,4,2018-01-06 09:32:37,148,2,6,1460.0,1992,M,내국인,LCD자전거
SPB-08302,2018-01-06 09:49:38,1120,2,2018-01-06 09:59:02,1117,7,9,1430.0,1994,F,내국인,LCD자전거
SPB-01514,2018-01-06 10:22:49,1928,2,2018-01-06 10:35:39,1928,8,12,1740.0,2000,F,내국인,LCD자전거
SPB-11368,2018-01-06 10:50:41,341,9,2018-01-06 10:56:09,345,10,5,1040.0,1987,F,내국인,LCD자전거
SPB-13151,2018-01-06 11:13:48,1126,6,2018-01-06 12:59:12,247,9,101,11170.0,1989,M,내국인,LCD자전거
SPB-08875,2018-01-06 11:36:18,573,6,2018-01-06 11:40:51,584,6,4,1190.0,1993,M,내국인,LCD자전거
SPB-00283,2018-01-06 11:59:29,199,1,2018-01-06 12:12:19,184,8,11,1530.0,1985,F,내국인,LCD자전거
SPB-02799,2018-01-06 12:20:05,174,6,2018-01-06 12:45:53,108,9,25,4800.0,1987,F,내국인,LCD자전거
SPB-13669,2018-01-06 12:41:33,2206,15,2018-01-06 12:45:59,2203,5,4,1200.0,1992,M,내국인,LCD자전거
SPB-13426,2018-01-06 12:58:16,2119,4,2018-01-06 13:11:48,2137,1,13,1950.0,1986,F,내국인,LCD자전거
SPB-09834,2018-01-06 13:14:33,354,2,2018-01-06 13:24:56,305,3,9,1590.0,1979,M,내국인,LCD자전거
SPB-09679,2018-01-06 13:32:18,2314,5,2018-01-06 14:17:06,542,15,43,5860.0,1981,M,내국인,LCD자전거
SPB-10249,2018-01-06 13:46:58,122,10,2018-01-06 13:51:59,143,1,4,1220.0,1999,M,내국인,LCD자전거
SPB-06130,2018-01-06 13:59:07,700,12,2018-01-06 15:33:05,700,19,93,15490.0,1971,F,내국인,LCD자전거
SPB-06332,2018-01-06 14:14:33,1619,2,2018-01-06 14:56:58,1610,10,42,4810.0,2002,M,내국인,LCD자전거
SPB-07575,2018-01-06 14:29:44,2102,10,2018-01-06 14:45:14,1843,5,15,2100.0,1989,F,내국인,LCD자전거
SPB-06270,2018-01-06 14:45:54,3506,1,2018-01-06 14:54:36,501,2,8,1100.0,1982,M,내국인,LCD자전거
SPB-07661,2018-01-06 14:59:18,704,1,2018-01-06 15:53:47,704,3,52,1400.0,1971,M,내국인,LCD자전거
SPB-02233,2018-01-06 15:12:23,1930,1,2018-01-06 15:32:35,1931,3,19,2710.0,1969,F,내국인,LCD자전거
SPB-07969,2018-01-06 15:29:36,207,13,2018-01-06 16:19:17,207,13,45,4630.0,1992,F,내국인,LCD자전거
SPB-02687,2018-01-06 15:44:09,536,4,2018-01-06 15:51:04,559,5,6,960.0,1995,F,내국인,LCD자전거
SPB-07632,2018-01-06 15:57:02,1656,4,2018-01-06 16:06:16,1620,10,8,850.0,1994,F,내국인,LCD자전거
SPB-06676,2018-01-06 16:10:31,1023,15,2018-01-06 17:15:32,1210,4,64,11710.0,1981,M,내국인,LCD자전거
SPB-05124,2018-01-06 16:30:13,2255,18,2018-01-06 16:39:19,2263,18,8,1600.0,1963,M,내국인,LCD자전거
SPB-10251,2018-01-06 16:44:15,2259,11,2018-01-06 17:30:23,2262,1,44,6700.0,1997,M,내국인,LCD자전거
SPB-00883,2018-01-06 16:58:49,130,7,2018-01-06 17:46:18,128,12,47,970.0,1997,M,내국인,LCD자전거
SPB-08129,2018-01-06 17:11:06,301,13,2018-01-06 17:55:16,568,10,42,6710.0,1980,M,내국인,LCD자전거
SPB-05738,2018-01-06 17:24:20,1302,2,2018-01-06 17:35:34,358,5,10,1130.0,1994,F,내국인,LCD자전거
SPB-05825,2018-01-06 17:39:10,2110,4,2018-01-06 18:11:14,2112,8,30,5770.0,1974,M,내국인,LCD자전거
SPB-07563,2018-01-06 17:56:03,588,1,2018-01-06 18:10:15,509,3,13,1890.0,1992,M,내국인,LCD자전거
SPB-01478,2018-01-06 18:14:17,1433,7,2018-01-06 19:03:16,1433,4,48,10630.0,1997,F,내국인,LCD자전거
SPB-02958,2018-01-06 18:32:26,240,5,2018-01-06 19:20:29,231,9,47,2570.0,1997,F,내국인,LCD자전거
SPB-08129,2018-01-06 18:56:22,568,10,2018-01-06 19:17:27,624,1,20,2580.0,1984,M,내국인,LCD자전거
SPB-12031,2018-01-06 19:18:11,1120,2,2018-01-06 19:27:04,1117,7,8,1310.0,1994,F,내국인,LCD자전거
SPB-05607,2018-01-06 19:43:19,630,12,2018-01-06 19:55:22,1308,9,11,1880.0,1985,F,내국인,LCD자전거
SPB-06226,2018-01-06 20:12:51,356,13,2018-01-06 20:17:29,341,10,4,670.0,1993,M,내국인,LCD자전거
SPB-05010,2018-01-06 20:47:17,609,14,2018-01-06 21:30:30,609,7,42,7770.0,\N,\N,비회원,LCD자전거
SPB-11645,2018-01-06 21:10:20,822,10,2018-01-06 22:22:52,907,8,69,13790.0,1995,M,내국인,LCD자전거
SPB-09986,2018-01-06 21:31:53,562,8,2018-01-06 23:19:06,501,3,105,7060.0,1988,M,내국인,LCD자전거
SPB-11733,2018-01-06 21:58:37,157,12,2018-01-06 22:06:57,148,1,8,2110.0,1955,M,내국인,LCD자전거
SPB-07603,2018-01-06 22:21:24,305,6,2018-01-06 22:35:10,348,8,13,1950.0,1995,F,내국인,LCD자전거
SPB-06235,2018-01-06 22:50:16,1308,3,2018-01-06 23:05:38,1321,11,15,1560.0,1994,F,내국인,LCD자전거
SPB-06264,2018-01-06 23:15:25,622,2,2018-01-06 23:33:25,634,20,17,2580.0,1991,M,내국인,LCD자전거
SPB-09684,2018-01-06 23:51:07,508,2,2018-01-06 23:53:34,507,4,2,410.0,1994,F,내국인,LCD자전거
SPB-05310,2018-01-07 00:15:44,639,7,2018-01-07 00:21:25,622,12,5,1440.0,1976,M,내국인,LCD자전거
SPB-07709,2018-01-07 00:45:16,905,7,2018-01-07 01:08:20,907,8,20,4210.0,1980,M,내국인,LCD자전거
SPB-11153,2018-01-07 01:14:18,2221,8,2018-01-07 01:26:37,2036,10,11,2050.0,1994,M,내국인,LCD자전거
SPB-12580,2018-01-07 01:46:59,1337,7,2018-01-07 02:01:41,364,5,13,1770.0,1991,M,내국인,LCD자전거
SPB-07805,2018-01-07 02:20:27,2007,1,2018-01-07 02:26:32,257,10,5,1300.0,1991,M,내국인,LCD자전거
SPB-11276,2018-01-07 03:07:46,1914,4,2018-01-07 03:32:48,2107,5,24,5670.0,1992,M,내국인,LCD자전거
SPB-09102,2018-01-07 04:00:03,1001,12,2018-01-07 04:32:34,1017,9,31,2730.0,1989,M,내국인,LCD자전거
SPB-10511,2018-01-07 05:52:12,573,3,2018-01-07 05:56:59,505,1,4,990.0,1975,M,내국인,LCD자전거
SPB-09705,2018-01-07 07:54:45,1016,9,2018-01-07 08:17:26,1010,8,21,5470.0,1959,M,내국인,LCD자전거
SPB-04206,2018-01-07 08:46:51,512,6,2018-01-07 09:22:30,555,3,35,5330.0,1992,M,내국인,LCD자전거
SPB-05500,2018-01-07 09:29:28,625,2,2018-01-07 10:02:27,525,10,32,4750.0,1987,M,내국인,LCD자전거
SPB-12252,2018-01-07 10:06:18,2313,1,2018-01-07 10:25:43,2301,3,18,4220.0,1992,F,내국인,LCD자전거
SPB-11814,2018-01-07 10:37:12,2301,6,2018-01-07 10:47:24,2303,2,9,1720.0,1990,M,내국인,LCD자전거
SPB-11977,2018-01-07 11:08:00,1931,4,2018-01-07 11:14:22,1928,2,6,1200.0,1982,M,내국인,LCD자전거
SPB-05103,2018-01-07 11:37:20,574,11,2018-01-07 11:51:20,574,5,13,500.0,1990,M,내국인,LCD자전거
SPB-13041,2018-01-07 12:01:26,520,8,2018-01-07 12:04:59,3514,8,3,760.0,1995,M,내국인,LCD자전거
SPB-04139,2018-01-07 12:25:40,159,2,2018-01-07 12:36:36,157,10,10,2690.0,1968,M,내국인,LCD자전거
SPB-10106,2018-01-07 12:42:22,1958,1,2018-01-07 13:18:53,1958,1,34,2810.0,1979,M,내국인,LCD자전거
SPB-09372,2018-01-07 13:00:30,421,2,2018-01-07 13:39:57,263,10,37,7680.0,1984,M,내국인,LCD자전거
SPB-08549,2018-01-07 13:21:46,372,5,2018-01-07 13:54:15,635,10,30,6530.0,1982,M,내국인,LCD자전거
SPB-12180,2018-01-07 13:39:25,301,5,2018-01-07 13:50:41,385,6,10,1700.0,2000,M,내국인,LCD자전거
SPB-08796,2018-01-07 13:59:55,624,3,2018-01-07 14:10:24,581,7,9,2220.0,1981,M,내국인,LCD자전거
SPB-08884,2018-01-07 14:16:31,2202,20,2018-01-07 15:11:49,2255,8,55,4570.0,1964,M,내국인,LCD자전거
SPB-07879,2018-01-07 14:32:09,500,9,2018-01-07 14:55:16,3501,9,22,3170.0,1976,M,내국인,LCD자전거
SPB-02781,2018-01-07 14:50:07,1434,4,2018-01-07 15:11:15,1403,6,20,2870.0,1996,F,내국인,LCD자전거
SPB-03791,2018-01-07 15:05:27,631,8,2018-01-07 15:11:12,624,3,5,960.0,1954,M,내국인,LCD자전거
SPB-09194,2018-01-07 15:17:33,568,7,2018-01-07 15:25:34,605,5,7,810.0,1985,M,내국인,LCD자전거
SPB-11164,2018-01-07 15:33:22,117,5,2018-01-07 16:39:10,139,4,64,5990.0,1967,F,내국인,LCD자전거
SPB-07902,2018-01-07 15:48:08,806,8,2018-01-07 15:57:17,805,2,8,1220.0,1982,F,내국인,LCD자전거
SPB-06424,2018-01-07 16:03:17,2315,2,2018-01-07 20:33:08,\N,\N,60,0.0,1977,M,내국인,LCD자전거
SPB-13105,2018-01-07 16:20:48,318,1,2018-01-07 16:54:00,318,2,32,3320.0,\N,\N,외국인,LCD자전거
