bicycle_id,rent_time,rent_station_no,rent_rack,return_time,return_station_no,return_rack,use_time_min,use_dist_m,birth_year,gender,user_type,bicycle_type
SPB-08849,2018-01-02 07:38:10,820,2,2018-01-02 08:12:41,2002,1,33,5220.0,1984,F,내국인,LCD자전거
SPB-10628,2018-01-02 07:50:14,1209,1,2018-01-02 08:08:20,1235,14,18,3070.0,1987,F,내국인,LCD자전거
SPB-12314,2018-01-02 08:02:27,2143,3,2018-01-02 08:44:20,243,2,39,4870.0,1987,M,내국인,LCD자전거
SPB-02785,2018-01-02 08:10:26,1908,8,2018-01-02 08:19:21,1946,1,8,1330.0,1989,M,내국인,LCD자전거
SPB-03781,2018-01-02 08:18:03,303,6,2018-01-02 08:21:23,301,10,2,590.0,1977,M,내국인,LCD자전거
SPB-04203,2018-01-02 08:25:56,259,9,2018-01-02 08:34:15,222,3,7,1460.0,1971,M,내국인,LCD자전거
SPB-13583,2018-01-02 08:32:36,417,20,2018-01-02 08:37:04,412,5,4,1100.0,1993,M,내국인,LCD자전거
SPB-07439,2018-01-02 08:38:54,343,2,2018-01-02 08:43:57,346,7,4,950.0,1986,M,내국인,LCD자전거
SPB-05241,2018-01-02 08:45:45,2353,10,2018-01-02 08:51:41,2347,7,5,900.0,1985,F,내국인,LCD자전거
SPB-09660,2018-01-02 08:54:49,301,16,2018-01-02 09:34:14,210,12,37,7780.0,1985,F,내국인,LCD자전거
SPB-12351,2018-01-02 09:09:51,329,4,2018-01-02 09:13:29,320,5,3,640.0,1973,F,내국인,LCD자전거
SPB-04108,2018-01-02 09:26:03,2377,10,2018-01-02 09:38:04,1203,6,11,2030.0,1969,M,내국인,LCD자전거
SPB-11212,2018-01-02 09:45:12,116,4,2018-01-02 09:49:41,113,16,4,900.0,1986,M,내국인,LCD자전거
SPB-13386,2018-01-02 10:04:33,1908,1,2018-01-02 10:26:23,716,6,21,3550.0,1988,M,내국인,LCD자전거
SPB-11061,2018-01-02 10:27:51,417,3,2018-01-02 10:36:59,421,1,8,1350.0,1956,M,내국인,LCD자전거
SPB-12378,2018-01-02 10:59:50,356,3,2018-01-02 11:03:18,359,5,3,490.0,1955,M,내국인,LCD자전거
SPB-11971,2018-01-02 11:22:49,221,4,2018-01-02 11:26:51,224,13,3,650.0,1996,F,내국인,LCD자전거
SPB-01178,2018-01-02 11:41:02,303,4,2018-01-02 11:47:00,316,10,5,890.0,1988,F,내국인,LCD자전거
SPB-13391,2018-01-02 12:01:33,1210,24,2018-01-02 13:13:11,1210,18,71,8700.0,\N,\N,외국인,LCD자전거
SPB-05245,2018-01-02 12:20:46,332,1,2018-01-02 12:41:50,331,9,20,1550.0,1933,M,내국인,LCD자전거
SPB-09988,2018-01-02 12:39:19,1303,2,2018-01-02 12:50:48,358,8,10,1780.0,1974,M,내국인,LCD자전거
SPB-01438,2018-01-02 12:57:27,411,9,2018-01-02 13:10:08,400,9,12,1770.0,1992,M,내국인,LCD자전거
SPB-13425,2018-01-02 13:14:37,1702,2,2018-01-02 13:36:13,1623,6,21,2470.0,1988,F,내국인,LCD자전거
SPB-10627,2018-01-02 13:37:07,614,8,2018-01-02 13:46:14,530,9,8,1060.0,1970,F,내국인,LCD자전거
SPB-08568,2018-01-02 13:59:00,2334,3,2018-01-02 14:08:44,2325,7,9,1370.0,1980,M,내국인,LCD자전거
SPB-12963,2018-01-02 14:15:54,2008,10,2018-01-02 15:02:24,243,15,45,6170.0,1983,M,내국인,LCD자전거
SPB-09606,2018-01-02 14:34:44,1010,17,2018-01-02 14:45:35,1001,6,10,1840.0,1987,M,내국인,LCD자전거
SPB-09678,2018-01-02 14:53:46,204,10,2018-01-02 15:10:20,245,9,15,2920.0,1986,M,내국인,LCD자전거
SPB-09620,2018-01-02 15:13:55,813,8,2018-01-02 15:23:02,819,1,9,1360.0,1968,F,내국인,LCD자전거
SPB-02822,2018-01-02 15:32:11,811,5,2018-01-02 16:22:14,2013,18,49,7040.0,1994,M,내국인,LCD자전거
SPB-06368,2018-01-02 15:51:47,391,3,2018-01-02 16:08:05,310,3,15,1220.0,1996,F,내국인,LCD자전거
SPB-08317,2018-01-02 16:08:13,3501,5,2018-01-02 16:46:38,3501,6,38,1660.0,1995,F,내국인,LCD자전거
SPB-05932,2018-01-02 16:28:03,244,18,2018-01-02 16:36:25,266,3,8,1520.0,1993,M,내국인,LCD자전거
SPB-08583,2018-01-02 16:44:18,107,1,2018-01-02 16:57:41,99998,8,12,1960.0,1983,M,내국인,LCD자전거
SPB-09879,2018-01-02 16:59:55,563,10,2018-01-02 17:06:34,571,2,6,1160.0,1957,M,내국인,LCD자전거
SPB-10242,2018-01-02 17:16:40,1808,1,2018-01-02 17:29:15,1841,4,11,1400.0,1989,M,내국인,LCD자전거
SPB-02713,2018-01-02 17:33:02,1833,7,2018-01-02 17:43:52,1822,5,10,2200.0,1998,M,내국인,LCD자전거
SPB-07879,2018-01-02 17:45:24,537,6,2018-01-02 17:51:46,558,3,6,1200.0,1994,M,내국인,LCD자전거
SPB-13335,2018-01-02 17:57:07,154,1,2018-01-02 18:48:08,154,1,50,8960.0,1990,F,내국인,LCD자전거
SPB-04343,2018-01-02 18:07:19,1209,19,2018-01-02 18:31:23,1030,3,23,2900.0,1969,M,내국인,LCD자전거
SPB-07723,2018-01-02 18:13:13,316,4,2018-01-02 20:12:53,719,5,113,21250.0,1995,M,내국인,LCD자전거
SPB-03008,2018-01-02 18:19:28,1103,7,2018-01-02 18:23:30,1102,3,3,500.0,1986,M,내국인,LCD자전거
SPB-09922,2018-01-02 18:26:06,203,9,2018-01-02 18:36:48,217,10,10,1690.0,1980,M,내국인,LCD자전거
SPB-06489,2018-01-02 18:33:50,223,15,2018-01-02 18:42:27,211,12,8,1250.0,1986,M,내국인,LCD자전거
SPB-10665,2018-01-02 18:40:53,209,6,2018-01-02 19:20:40,2220,8,38,6250.0,1973,M,내국인,LCD자전거
SPB-04296,2018-01-02 18:51:02,1323,3,2018-01-02 19:04:06,637,1,12,2010.0,1996,M,내국인,LCD자전거
SPB-12612,2018-01-02 19:00:22,916,2,2018-01-02 19:08:18,922,2,7,24820.0,1979,M,내국인,LCD자전거
SPB-13536,2018-01-02 19:10:02,223,20,2018-01-02 19:15:48,259,2,5,1110.0,2000,M,내국인,LCD자전거
SPB-08185,2018-01-02 19:23:51,412,9,2018-01-02 20:34:15,825,1,65,15960.0,1992,F,내국인,LCD자전거
SPB-12807,2018-01-02 19:38:11,585,1,2018-01-02 19:49:47,501,14,10,2360.0,1960,M,내국인,LCD자전거
SPB-12536,2018-01-02 19:53:56,1308,5,2018-01-02 20:07:47,1305,10,13,2140.0,1989,F,내국인,LCD자전거
SPB-08261,2018-01-02 20:08:36,104,3,2018-01-02 20:24:00,116,1,15,2710.0,1986,M,내국인,LCD자전거
SPB-11177,2018-01-02 20:21:59,318,1,2018-01-02 20:59:05,330,4,36,1040.0,1990,F,내국인,LCD자전거
SPB-02192,2018-01-02 20:37:43,1215,4,2018-01-02 20:56:17,1203,1,18,3360.0,1992,F,내국인,LCD자전거
SPB-13541,2018-01-02 20:55:09,1405,4,2018-01-02 21:04:21,1402,8,8,1010.0,1988,M,내국인,LCD자전거
SPB-08832,2018-01-02 21:12:11,2107,24,2018-01-02 21:18:33,2139,6,5,670.0,1995,M,내국인,LCD자전거
SPB-02787,2018-01-02 21:29:10,906,3,2018-01-02 21:43:18,907,4,13,2300.0,1990,M,내국인,LCD자전거
SPB-01556,2018-01-02 21:45:29,2103,3,2018-01-02 21:59:17,2107,15,13,2840.0,1994,M,내국인,LCD자전거
SPB-12138,2018-01-02 22:05:06,2130,11,2018-01-02 22:14:42,2111,5,9,1420.0,1989,F,내국인,LCD자전거
SPB-09707,2018-01-02 22:24:28,321,1,2018-01-02 22:35:09,307,2,10,1710.0,1981,F,내국인,LCD자전거
SPB-12680,2018-01-02 22:42:43,633,1,2018-01-02 22:50:55,550,12,7,1630.0,1973,F,내국인,LCD자전거
SPB-07921,2018-01-02 23:05:37,385,6,2018-01-02 23:09:47,327,10,3,710.0,1996,M,내국인,LCD자전거
SPB-06352,2018-01-02 23:32:17,931,7,2018-01-02 23:41:52,906,3,9,1650.0,1987,M,내국인,LCD자전거
SPB-10765,2018-01-03 00:03:13,334,10,2018-01-03 00:08:39,345,3,5,1130.0,1984,M,내국인,LCD자전거
SPB-09741,2018-01-03 00:38:31,600,3,2018-01-03 00:43:01,606,4,4,870.0,1989,M,내국인,LCD자전거
SPB-08542,2018-01-03 01:14:26,163,7,2018-01-03 01:32:35,906,8,16,4430.0,1981,M,내국인,LCD자전거
SPB-11876,2018-01-03 02:03:01,1442,2,2018-01-03 02:14:32,1407,4,10,1560.0,1995,F,내국인,LCD자전거
SPB-02527,2018-01-03 02:51:34,1217,1,2018-01-03 02:58:20,1265,3,6,1220.0,1970,M,내국인,LCD자전거
SPB-12219,2018-01-03 04:16:59,562,10,2018-01-03 04:27:16,529,14,8,40050.0,1965,M,내국인,LCD자전거
SPB-09532,2018-01-03 06:06:03,2268,4,2018-01-03 06:46:06,2237,1,38,5980.0,1975,M,내국인,LCD자전거
SPB-12133,2018-01-03 06:47:59,1320,6,2018-01-03 07:04:44,634,4,15,3500.0,1972,M,내국인,LCD자전거
SPB-03576,2018-01-03 07:22:14,1119,4,2018-01-03 07:24:45,1115,8,2,510.0,1986,M,내국인,LCD자전거
SPB-02169,2018-01-03 07:38:14,505,10,2018-01-03 07:41:18,3501,9,2,370.0,1992,F,내국인,LCD자전거
SPB-08542,2018-01-03 07:49:55,194,7,2018-01-03 07:58:29,421,5,7,1720.0,1962,M,내국인,LCD자전거
SPB-06562,2018-01-03 08:01:15,225,25,2018-01-03 08:03:58,223,3,2,460.0,1999,M,내국인,LCD자전거
SPB-12660,2018-01-03 08:09:54,2026,5,2018-01-03 08:12:42,2027,2,2,510.0,1992,M,내국인,LCD자전거
SPB-00038,2018-01-03 08:18:28,1258,8,2018-01-03 08:22:41,1256,8,3,390.0,1992,F,내국인,LCD자전거
SPB-02498,2018-01-03 08:25:17,217,6,2018-01-03 08:32:40,222,7,7,1030.0,1975,F,내국인,LCD자전거
SPB-10469,2018-01-03 08:32:42,501,8,2018-01-03 08:42:30,589,7,9,1810.0,1979,M,내국인,LCD자전거
SPB-10656,2018-01-03 08:39:12,1302,1,2018-01-03 08:48:06,355,2,8,1610.0,1985,F,내국인,LCD자전거
SPB-07365,2018-01-03 08:46:54,825,15,2018-01-03 08:48:51,808,4,1,400.0,1984,M,내국인,LCD자전거
SPB-10264,2018-01-03 08:53:58,415,10,2018-01-03 08:58:31,411,3,4,710.0,1985,F,내국인,LCD자전거
SPB-03520,2018-01-03 09:05:49,1906,1,2018-01-03 09:13:24,263,1,7,1170.0,1970,F,내국인,LCD자전거
SPB-09206,2018-01-03 09:22:08,451,10,2018-01-03 09:31:42,312,1,8,1830.0,1979,M,내국인,LCD자전거
SPB-02873,2018-01-03 09:36:33,823,10,2018-01-03 09:46:31,806,4,9,1290.0,1963,F,내국인,LCD자전거
SPB-11137,2018-01-03 09:55:14,302,10,2018-01-03 10:02:51,310,2,6,760.0,1961,M,내국인,LCD자전거
SPB-09480,2018-01-03 10:20:50,2360,6,2018-01-03 10:26:18,2241,8,5,830.0,1983,M,내국인,LCD자전거
SPB-05020,2018-01-03 10:46:57,345,9,2018-01-03 10:54:08,334,7,6,1130.0,1984,M,내국인,LCD자전거
SPB-11378,2018-01-03 11:13:18,1214,8,2018-01-03 12:39:06,1271,3,81,3890.0,1944,M,내국인,LCD자전거
SPB-08208,2018-01-03 11:36:05,130,3,2018-01-03 11:44:52,120,3,8,1420.0,1995,F,내국인,LCD자전거
SPB-04517,2018-01-03 11:54:06,225,23,2018-01-03 11:57:01,223,4,2,470.0,1979,M,내국인,LCD자전거
SPB-09827,2018-01-03 12:09:54,316,11,2018-01-03 12:13:36,369,11,3,900.0,1970,M,내국인,LCD자전거
SPB-06551,2018-01-03 12:29:21,126,8,2018-01-03 12:54:35,217,1,24,4920.0,1988,M,내국인,LCD자전거
SPB-09235,2018-01-03 12:48:45,253,3,2018-01-03 12:57:50,255,2,8,1250.0,1971,F,내국인,LCD자전거
SPB-06535,2018-01-03 13:07:12,2002,5,2018-01-03 13:51:38,2002,5,43,7190.0,1981,M,내국인,LCD자전거
SPB-07858,2018-01-03 13:23:45,1220,15,2018-01-03 13:29:22,1222,4,5,910.0,1996,M,내국인,LCD자전거
SPB-04188,2018-01-03 13:43:23,564,1,2018-01-03 14:15:30,580,4,31,9500.0,1992,M,내국인,LCD자전거
SPB-08779,2018-01-03 14:04:39,356,3,2018-01-03 14:55:18,328,10,46,2060.0,1973,F,내국인,LCD자전거
SPB-06554,2018-01-03 14:26:52,2102,10,2018-01-03 14:37:30,2103,9,10,1040.0,1942,M,내국인,LCD자전거
SPB-12642,2018-01-03 14:47:19,327,4,2018-01-03 16:21:08,327,5,94,2450.0,1991,M,내국인,LCD자전거
SPB-12442,2018-01-03 15:08:01,133,2,2018-01-03 15:41:38,133,2,32,7580.0,1998,M,내국인,LCD자전거
SPB-04074,2018-01-03 15:27:41,369,10,2018-01-03 16:18:34,1336,18,50,5930.0,1997,F,내국인,LCD자전거
SPB-01758,2018-01-03 15:47:05,2102,13,2018-01-03 16:07:34,2141,1,20,2350.0,1993,M,내국인,LCD자전거
SPB-08963,2018-01-03 16:05:52,418,5,2018-01-03 17:49:55,188,4,96,13030.0,1996,M,내국인,LCD자전거
SPB-10375,2018-01-03 16:23:35,609,1,2018-01-03 17:14:22,609,1,48,2490.0,1990,M,내국인,LCD자전거
SPB-10149,2018-01-03 16:44:14,328,4,2018-01-03 16:50:42,332,5,6,1090.0,1968,M,내국인,LCD자전거
SPB-13449,2018-01-03 17:02:09,247,7,2018-01-03 17:08:14,238,9,5,1270.0,1978,M,내국인,LCD자전거
SPB-11573,2018-01-03 17:17:02,1404,10,2018-01-03 17:51:13,626,10,32,6150.0,1985,M,내국인,LCD자전거
SPB-12340,2018-01-03 17:35:16,114,15,2018-01-03 18:28:57,161,6,47,6540.0,1987,F,내국인,LCD자전거
SPB-08740,2018-01-03 17:45:43,245,4,2018-01-03 17:51:55,236,10,5,1480.0,1992,M,내국인,LCD자전거
SPB-08138,2018-01-03 18:00:23,419,9,2018-01-03 18:56:58,422,1,51,10780.0,1970,M,내국인,LCD자전거
SPB-08454,2018-01-03 18:08:21,351,5,2018-01-03 18:42:28,306,2,31,1990.0,1992,M,내국인,LCD자전거
SPB-09348,2018-01-03 18:15:22,1020,13,2018-01-03 18:22:50,1011,4,7,1380.0,1977,M,내국인,LCD자전거
SPB-08129,2018-01-03 18:22:38,320,9,2018-01-03 18:46:32,358,2,23,3160.0,1986,M,내국인,LCD자전거
SPB-02947,2018-01-03 18:30:06,227,4,2018-01-03 18:36:58,228,1,6,1220.0,1984,M,내국인,LCD자전거
SPB-02308,2018-01-03 18:37:39,155,13,2018-01-03 18:47:23,113,19,9,1700.0,1988,M,내국인,LCD자전거
SPB-00190,2018-01-03 18:47:16,1210,22,2018-01-03 19:09:24,1218,3,21,3130.0,1965,F,내국인,LCD자전거
SPB-02843,2018-01-03 18:55:25,1017,13,2018-01-03 19:10:23,1017,1,14,620.0,1961,F,내국인,LCD자전거
SPB-13422,2018-01-03 19:06:24,703,11,2018-01-03 19:15:34,716,4,8,1560.0,1993,F,내국인,LCD자전거
SPB-11124,2018-01-03 19:18:51,2113,4,2018-01-03 19:28:23,1913,3,9,2040.0,1981,M,내국인,LCD자전거
SPB-09882,2018-01-03 19:31:17,1420,3,2018-01-03 19:37:40,1610,19,6,1570.0,1986,M,내국인,LCD자전거
SPB-08163,2018-01-03 19:42:41,589,3,2018-01-03 19:46:43,585,8,3,910.0,1997,M,내국인,LCD자전거
SPB-02800,2018-01-03 19:56:54,1416,6,2018-01-03 20:20:19,1418,3,22,4260.0,1973,M,내국인,LCD자전거
SPB-06192,2018-01-03 20:14:18,1121,7,2018-01-03 20:27:35,227,8,12,3880.0,1979,M,내국인,LCD자전거
SPB-04730,2018-01-03 20:34:24,103,6,2018-01-03 21:38:12,107,3,63,7630.0,1998,F,내국인,LCD자전거
SPB-11097,2018-01-03 20:52:41,567,4,2018-01-03 21:13:44,593,4,19,3410.0,1975,M,내국인,LCD자전거
SPB-09851,2018-01-03 21:09:25,367,8,2018-01-03 21:13:55,158,13,4,450.0,1993,F,내국인,LCD자전거
SPB-08923,2018-01-03 21:25:47,363,4,2018-01-03 21:39:01,642,1,12,2600.0,1994,M,내국인,LCD자전거
SPB-10860,2018-01-03 21:42:04,549,1,2018-01-03 22:28:20,549,6,43,3110.0,1996,F,내국인,LCD자전거
SPB-06299,2018-01-03 21:58:58,1015,4,2018-01-03 22:17:28,1016,9,18,3170.0,1996,M,내국인,LCD자전거
SPB-06786,2018-01-03 22:13:55,212,18,2018-01-03 22:21:42,259,11,7,1620.0,1967,M,내국인,LCD자전거
SPB-12344,2018-01-03 22:35:22,1322,8,2018-01-03 22:38:25,1320,8,2,540.0,1964,M,내국인,LCD자전거
SPB-07893,2018-01-03 22:51:57,1428,5,2018-01-03 23:02:35,1407,8,9,1100.0,1991,F,내국인,LCD자전거
SPB-06665,2018-01-03 23:16:28,202,11,2018-01-03 23:22:42,211,5,5,1180.0,1977,M,내국인,LCD자전거
SPB-07980,2018-01-03 23:45:15,1010,8,2018-01-04 00:05:41,1020,8,19,2660.0,1991,M,내국인,LCD자전거
SPB-07371,2018-01-04 00:20:21,543,11,2018-01-04 00:28:17,576,1,7,1420.0,1976,M,내국인,LCD자전거
SPB-04874,2018-01-04 00:56:09,1625,6,2018-01-04 01:01:34,1634,2,5,1120.0,1987,M,내국인,LCD자전거
SPB-05767,2018-01-04 01:28:18,2012,5,2018-01-04 02:04:10,202,15,35,5920.0,1959,M,내국인,LCD자전거
SPB-09113,2018-01-04 02:11:51,508,8,2018-01-04 02:18:04,513,3,5,820.0,1983,M,내국인,LCD자전거
SPB-06700,2018-01-04 02:59:04,1650,2,2018-01-04 03:10:38,1637,4,11,2200.0,1970,M,내국인,LCD자전거
SPB-06271,2018-01-04 04:55:09,1015,9,2018-01-04 05:00:55,1033,10,5,1160.0,1995,M,내국인,LCD자전거
SPB-02028,2018-01-04 06:24:51,701,7,2018-01-04 06:30:40,702,10,5,660.0,1970,M,내국인,LCD자전거
SPB-06078,2018-01-04 07:03:23,1528,3,2018-01-04 07:08:18,1531,5,4,1150.0,1974,M,내국인,LCD자전거
SPB-09980,2018-01-04 07:27:03,2148,9,2018-01-04 07:35:19,2129,1,7,1280.0,1967,M,내국인,LCD자전거
SPB-12503,2018-01-04 07:44:39,551,4,2018-01-04 08:05:22,506,1,19,3820.0,1980,M,내국인,LCD자전거
SPB-13373,2018-01-04 07:56:38,583,1,2018-01-04 08:18:45,507,1,21,3710.0,1961,M,내국인,LCD자전거
SPB-09859,2018-01-04 08:05:43,640,4,2018-01-04 08:30:39,380,1,23,4650.0,1967,F,내국인,LCD자전거
SPB-12002,2018-01-04 08:15:05,2222,2,2018-01-04 08:28:23,2227,14,12,2310.0,1965,M,내국인,LCD자전거
SPB-12021,2018-01-04 08:22:55,174,7,2018-01-04 08:42:41,113,14,19,3270.0,1987,F,내국인,LCD자전거
SPB-06437,2018-01-04 08:31:28,157,6,2018-01-04 08:33:51,156,9,1,420.0,1977,M,내국인,LCD자전거
SPB-11164,2018-01-04 08:38:10,557,8,2018-01-04 08:46:08,641,6,7,1720.0,1991,M,내국인,LCD자전거
SPB-03595,2018-01-04 08:44:33,1824,3,2018-01-04 09:03:43,1806,6,18,3740.0,1977,M,내국인,LCD자전거
SPB-08665,2018-01-04 08:51:59,414,8,2018-01-04 08:56:16,409,1,4,650.0,1989,M,내국인,LCD자전거
SPB-10126,2018-01-04 09:02:43,313,5,2018-01-04 09:06:40,171,10,3,560.0,1975,M,내국인,LCD자전거
SPB-12348,2018-01-04 09:17:32,144,5,2018-01-04 10:20:44,906,3,60,14900.0,1979,M,내국인,LCD자전거
SPB-05022,2018-01-04 09:33:55,216,8,2018-01-04 09:47:55,204,13,13,2110.0,1969,M,내국인,LCD자전거
